Üniversite,Bölüm/Fakülte,Ücret,burs_oranı,Akademik yıl
Bezm-i Âlem Vakıf Üniversitesi ,Ameliyathane Hizmetleri:,90000,0,2024
Bezm-i Âlem Vakıf Üniversitesi ,Anestezi:,180000,50,2024
Bezm-i Âlem Vakıf Üniversitesi ,Anestezi:,90000,0,2024
Bezm-i Âlem Vakıf Üniversitesi ,Eczane Hizmetleri:,180000,50,2024
Bezm-i Âlem Vakıf Üniversitesi ,Eczane Hizmetleri:,90000,0,2024
Bezm-i Âlem Vakıf Üniversitesi ,Elektronörofizyoloji:,180000,50,2024
Bezm-i Âlem Vakıf Üniversitesi ,Elektronörofizyoloji:,90000,0,2024
Bezm-i Âlem Vakıf Üniversitesi ,İlk ve Acil Yardım:,180000,50,2024
Bezm-i Âlem Vakıf Üniversitesi ,İlk ve Acil Yardım:,90000,0,2024
Bezm-i Âlem Vakıf Üniversitesi ,Optisyenlik:,180000,50,2024
Bezm-i Âlem Vakıf Üniversitesi ,Optisyenlik:,90000,0,2024
Bezm-i Âlem Vakıf Üniversitesi ,Ortopedik Protez ve Ortez:,180000,50,2024
Bezm-i Âlem Vakıf Üniversitesi ,Ortopedik Protez ve Ortez:,90000,0,2024
Bezm-i Âlem Vakıf Üniversitesi ,Patoloji Laboratuvar Teknikleri:,180000,50,2024
Bezm-i Âlem Vakıf Üniversitesi ,Patoloji Laboratuvar Teknikleri:,90000,0,2024
Bezm-i Âlem Vakıf Üniversitesi ,Radyoterapi:,180000,50,2024
Bezm-i Âlem Vakıf Üniversitesi ,Radyoterapi:,90000,0,2024
Bezm-i Âlem Vakıf Üniversitesi ,Tıbbi Dokümantasyon ve Sekreterlik:,180000,50,2024
Bezm-i Âlem Vakıf Üniversitesi ,Tıbbi Dokümantasyon ve Sekreterlik:,90000,0,2024
Bezm-i Âlem Vakıf Üniversitesi ,Tıbbi Görüntüleme Teknikleri:,180000,50,2024
Bezm-i Âlem Vakıf Üniversitesi ,Tıbbi Görüntüleme Teknikleri:,90000,0,2024
Bezm-i Âlem Vakıf Üniversitesi ,Tıbbi Laboratuar Teknikleri:,180000,50,2024
Bezm-i Âlem Vakıf Üniversitesi ,Tıbbi Laboratuar Teknikleri:,90000,0,2024
Bezm-i Âlem Vakıf Üniversitesi ,Yaşlı Bakımı:,180000,50,2024
Bezm-i Âlem Vakıf Üniversitesi ,Yaşlı Bakımı:,90000,0,2024
Beykent Üniversitesi ,Endüstriyel Tasarım,238000,0,2024
Beykent Üniversitesi ,İç Mimarlık ( İndirimli) :,296666,50,2024
Beykent Üniversitesi ,İnşaat Mühendisliği,199333,0,2024
Beykent Üniversitesi ,Kimya Mühendisliği,199333,0,2024
Beykent Üniversitesi ,Makine Mühendisliği,199333,0,2024
Beykent Üniversitesi ,Mimarlık,199333,0,2024
Beykent Üniversitesi ,Yazılım Mühendisliği ( İndirimli) :,364000,50,2024
Beykent Üniversitesi ,Beslenme ve Diyetetik ( İndirimli) :,276000,50,2024
Beykent Üniversitesi ,Hemşirelik ( İndirimli) :,285333,50,2024
Beykent Üniversitesi ,Çocuk Gelişimi,247333,0,2024
Beykent Üniversitesi ,Fizyoterapi ve Rehabilitasyon ( İndirimli) :,266000,50,2024
Beykent Üniversitesi ,Sağlık Yönetimi ( İndirimli) :,221333,50,2024
Beykent Üniversitesi ,İlk ve Acil Yardım :,256000,0,2024
Beykent Üniversitesi ,Anestezi :,172666,0,2024
Beykent Üniversitesi ,Aşçılık ( İndirimli) :,172666,50,2024
Beykent Üniversitesi ,Ameliyathane Hizmetleri ( İndirimli) :,174000,50,2024
Beykent Üniversitesi ,"Dış Ticaret, Grafik Tasarımı (Önlisans) ( İndirimli) :",159333,50,2024
Beykent Üniversitesi ,Ağız ve Diş Sağlığı ( İndirimli) :,196000,50,2024
Beykent Üniversitesi ,"Bankacılık ve Sigortacılık, Basım ve Yayım Teknolojileri, Çok Boyutlu Modelleme ve Animasyon, Eczane Hizmetleri, Elektrik, Halkla İlişkiler ve Tanıtım, İç Mekan Tasarımı, İnsan Kaynakları Yönetimi, İnşaat Teknolojisi, İş Sağlığı ve Güvenliği, İş Sağlığı ve Güvenliği, Lojistik, Makine, Mimari Restorasyon, Moda Tasarımı, Odyometri, Optisyenlik, Ortopedik Protez ve Ortez, Patoloji Laboratuvar Teknikleri, Radyo ve Televizyon Programcılığı, Radyoterapi, Sağlık Kurumları İşletmeciliği, Sosyal Hizmetler, Tekstil Teknolojisi, Tıbbi Dokümantasyon ve Sekreterlik, Turizm ve Seyahat Hizmetleri, Uygulamalı İngilizce Çevirmenlik (İngilizce) ( İndirimli) Ücretleri :",151333,50,2024
Beykent Üniversitesi ,"Bilgisayar Programcılığı, Sivil Havacılık Kabin Hizmetleri, Tıbbi Görüntüleme Teknikleri  ( İndirimli) :",202000,50,2024
Beykent Üniversitesi ,"Çocuk Gelişimi, Diş Protez Teknolojisi, Diyaliz, Elektronörofizyoloji, Sivil Hava Ulaştırma İşletmeciliği  ( İndirimli) :",131333,50,2024
Beykent Üniversitesi ,Fizyoterapi ( İndirimli) :,212970,50,2024
Beykent Üniversitesi ,Tıbbi Laboratuvar Teknikleri ( İndirimli) :,187333,50,2024
Beykoz Üniversitesi Eğitim Ücretleri 2024 2025 ve Bursları ,İşletme Türkçe :,230000,50,2024
Beykoz Üniversitesi Eğitim Ücretleri 2024 2025 ve Bursları ,İşletme İngilizce:,230000,50,2024
Beykoz Üniversitesi Eğitim Ücretleri 2024 2025 ve Bursları ,Lojistik Yönetimi İngilizce:,230000,50,2024
Fenerbahçe Üniversitesi ,Eczacılık,264000,50,2024
Fenerbahçe Üniversitesi ,Eczacılık (İngilizce),264000,50,2024
Fenerbahçe Üniversitesi ,Siyaset Bilimi ve Uluslararası İlişkiler (İngilizce),220000,50,2024
Fenerbahçe Üniversitesi ,Ekonomi ve Finans (İngilizce),220000,50,2024
Fenerbahçe Üniversitesi ,Psikoloji,330000,0,2024
Fenerbahçe Üniversitesi ,Psikoloji (İngilizce),330000,0,2024
Fenerbahçe Üniversitesi ,İşletme (İngilizce),220000,50,2024
Fenerbahçe Üniversitesi ,İngiliz Dili ve Edebiyatı,220000,50,2024
Fenerbahçe Üniversitesi ,Yönetim Bilişim Sistemleri (İngilizce),220000,50,2024
Fenerbahçe Üniversitesi ,Halkla İlişkiler ve Reklamcılık,220000,50,2024
Fenerbahçe Üniversitesi ,"Radyo, Televizyon ve Sinema",220000,50,2024
Fenerbahçe Üniversitesi ,Yeni Medya ve İletişim,220000,50,2024
Fenerbahçe Üniversitesi ,Bilgisayar Mühendisliği (İngilizce),330000,0,2024
Fenerbahçe Üniversitesi ,Endüstri Mühendisliği (İngilizce),220000,50,2024
Fenerbahçe Üniversitesi ,İç Mimarlık ve Çevre Tasarımı,220000,50,2024
Fenerbahçe Üniversitesi ,İç Mimarlık ve Çevre Tasarımı (İngilizce),220000,50,2024
Fenerbahçe Üniversitesi ,Yazılım Mühendisliği (İngilizce),330000,0,2024
Fenerbahçe Üniversitesi ,Beslenme ve Diyetetik,220000,50,2024
Fenerbahçe Üniversitesi ,Fizyoterapi ve Rehabilitasyon,220000,50,2024
Fenerbahçe Üniversitesi ,Hemşirelik,220000,50,2024
Fenerbahçe Üniversitesi ,Ebelik,220000,50,2024
Fenerbahçe Üniversitesi ,Ergoterapi,220000,50,2024
Fenerbahçe Üniversitesi ,Dil ve Konuşma Terapisi,220000,50,2024
Fenerbahçe Üniversitesi ,Fizyoterapi ve Rehabilitasyon (İngilizce),220000,50,2024
Fenerbahçe Üniversitesi ,Hemşirelik (İngilizce),220000,50,2024
Fenerbahçe Üniversitesi ,Antrenörlük Eğitimi,220000,50,2024
Fenerbahçe Üniversitesi ,Beden Eğitimi ve Spor Öğretmenliği,220000,50,2024
Fenerbahçe Üniversitesi ,Spor Yöneticiliği,220000,50,2024
Fenerbahçe Üniversitesi ,Egzersiz ve Spor Bilimleri,220000,50,2024
Fenerbahçe Üniversitesi ,Ağız ve Diş Sağlığı,132000,50,2024
Fenerbahçe Üniversitesi ,Diş Protez Teknolojisi,132000,50,2024
Fenerbahçe Üniversitesi ,Ameliyathane Hizmetleri,132000,50,2024
Fenerbahçe Üniversitesi ,Anestezi,132000,50,2024
Fenerbahçe Üniversitesi ,Diyaliz,132000,50,2024
Fenerbahçe Üniversitesi ,İlk ve Acil Yardım,132000,50,2024
Fenerbahçe Üniversitesi ,Tıbbi Laboratuvar Teknikleri,132000,50,2024
Fenerbahçe Üniversitesi ,Radyoterapi,132000,50,2024
Fenerbahçe Üniversitesi ,Tıbbi Görüntüleme Teknikleri,132000,50,2024
Fenerbahçe Üniversitesi ,Fizyoterapi,132000,50,2024
Fenerbahçe Üniversitesi ,Eczane Hizmetleri,132000,50,2024
Fenerbahçe Üniversitesi ,Ortopedik Protez ve Ortez,132000,50,2024
Fenerbahçe Üniversitesi ,Patoloji Laboratuvar Teknikleri,132000,50,2024
Fenerbahçe Üniversitesi ,Fizyoterapi (İngilizce),132000,50,2024
Doğuş Üniversitesi ,İletişim Bilimleri,221000,50,2024
Doğuş Üniversitesi ,İngiliz Dili ve Edebiyatı,262000,50,2024
Doğuş Üniversitesi ,İngilizce Mütercim ve Tercümanlık,287000,50,2024
Doğuş Üniversitesi ,Psikoloji,384000,50,2024
Doğuş Üniversitesi ,Psikoloji (İngilizce),384000,50,2024
Doğuş Üniversitesi ,Sosyoloji,227000,50,2024
Doğuş Üniversitesi ,Türk Dili ve Edebiyatı,198000,50,2024
Doğuş Üniversitesi ,İktisat,239000,50,2024
Doğuş Üniversitesi ,İktisat (İngilizce),247000,50,2024
Doğuş Üniversitesi ,İşletme,239000,50,2024
Doğuş Üniversitesi ,İşletme (İngilizce),247000,50,2024
Doğuş Üniversitesi ,Siyaset Bilimi ve Kamu Yönetimi,239000,50,2024
Doğuş Üniversitesi ,Uluslararası İlişkiler (İngilizce),246000,50,2024
Doğuş Üniversitesi ,Uluslararası Ticaret ve İşletmecilik (İngilizce),246000,50,2024
Doğuş Üniversitesi ,Yönetim Bilişim Sistemleri,308000,50,2024
Doğuş Üniversitesi ,İletişim Bilimleri,103030,50,2024
Doğuş Üniversitesi ,İngiliz Dili ve Edebiyatı,109091,50,2024
Doğuş Üniversitesi ,Psikoloji (Ücretli),363636,50,2024
Doğuş Üniversitesi ,Psikoloji (Ücretli),181818,0,2024
Doğuş Üniversitesi ,Psikoloji (İngilizce),363636,50,2024
Doğuş Üniversitesi ,Psikoloji (İngilizce),181818,0,2024
Doğuş Üniversitesi ,Sosyoloji,103030,50,2024
Doğuş Üniversitesi ,Türk Dili ve Edebiyatı,103030,50,2024
Demiroğlu Bilim Üniversitesi ,Fen-Edebiyat Fakültesi Psikoloji,141429,50,2024
Demiroğlu Bilim Üniversitesi ,Fen-Edebiyat Fakültesi Psikoloji,152896,0,2024
Demiroğlu Bilim Üniversitesi ,Fen-Edebiyat Fakültesi Moleküler Biyoloji Ve Genetik,141429,50,2024
Demiroğlu Bilim Üniversitesi ,Fen-Edebiyat Fakültesi Moleküler Biyoloji Ve Genetik,152896,0,2024
Demiroğlu Bilim Üniversitesi ,Sağlık Bilimleri Fakültesi Beslenme Ve Diyetetik Bölümü,118353,50,2024
Demiroğlu Bilim Üniversitesi ,Sağlık Bilimleri Fakültesi Beslenme Ve Diyetetik Bölümü,124582,0,2024
Demiroğlu Bilim Üniversitesi ,Sağlık Bilimleri Fakültesi Fizyoterapi Ve Rehabilitasyon Bölümü,115238,50,2024
Demiroğlu Bilim Üniversitesi ,Sağlık Bilimleri Fakültesi Fizyoterapi Ve Rehabilitasyon Bölümü,124582,0,2024
Demiroğlu Bilim Üniversitesi ,Sağlık Bilimleri Fakültesi Ebelik Bölümü,96268,50,2024
Demiroğlu Bilim Üniversitesi ,Sağlık Bilimleri Fakültesi Ebelik Bölümü,89048,0,2024
Demiroğlu Bilim Üniversitesi ,Sağlık Yönetimi Bölümü,84942,50,2024
Demiroğlu Bilim Üniversitesi ,Sağlık Yönetimi Bölümü,78571,0,2024
Demiroğlu Bilim Üniversitesi ,Hemşirelik Yüksekokulu (Türkçe),104762,50,2024
Demiroğlu Bilim Üniversitesi ,Hemşirelik Yüksekokulu (Türkçe),113256,0,2024
Demiroğlu Bilim Üniversitesi ,Hemşirelik Yüksekokulu (İngilizce),125715,50,2024
Demiroğlu Bilim Üniversitesi ,Hemşirelik Yüksekokulu (İngilizce),135908,0,2024
Demiroğlu Bilim Üniversitesi ,Sağlık Hizmetleri Meslek Yüksekokulu,62857,50,2024
Demiroğlu Bilim Üniversitesi ,Sağlık Hizmetleri Meslek Yüksekokulu,67954,0,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Hukuk,312000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Hukuk,156000,0,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Okul Öncesi Öğretmenliği,320000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Okul Öncesi Öğretmenliği,160000,0,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Özel Eğitim Öğretmenliği,320000,25,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Özel Eğitim Öğretmenliği,240000,0,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Rehberlik ve Psikolojik Danışmanlık,160000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Türkçe Öğretmenliği,320000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Türkçe Öğretmenliği,160000,0,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Bilgisayar Mühendisliği,345000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Bilgisayar Mühendisliği,172500,0,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Elektrik-Elektronik Mühendisliği,149000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,İnşaat Mühendisliği,131500,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Yapay Zeka ve Veri Mühendisliği,345000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Yapay Zeka ve Veri Mühendisliği,172500,0,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Yazılım Mühendisliği,345000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Yazılım Mühendisliği,172500,0,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,İşletme,121000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Siyaset Bilimi ve Uluslararası İlişkiler,130500,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Yönetim Bilişim Sistemleri,161500,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Bilim Tarihi,99000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Havacılık Yönetimi,172500,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,İngilizce Mütercim ve Tercümanlık,161500,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Psikoloji,323000,25,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Psikoloji,242250,0,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Tarih,129500,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Türk Dili ve Edebiyatı,129500,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,İslami İlimler,178500,25,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Geleneksel Türk Sanatları,88500,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Grafik Tasarımı,257000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Grafik Tasarımı,128500,0,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,İç Mimarlık,244500,25,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Kültür Varlıklarını Koruma ve Onarım,99000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Mimarlık,149000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Ambalaj Tasarımı Programı,120000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Mimari Restorasyon,110000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Bilişim Güvenliği Teknolojisi,120000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Çocuk Gelişimi,148500,25,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Çocuk Gelişimi,99000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Engelliler İçin Gölge Öğreticilik,240000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Engelliler İçin Gölge Öğreticilik,120000,0,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Mahkeme Büro Hizmetleri,120000,50,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Sivil Havacılık Kabin Hizmetleri,220000,25,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Sivil Havacılık Kabin Hizmetleri,165000,0,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Sivil Havacılık Kabin Hizmetleri,240000,25,2024
Fatih Sultan Mehmet Vakıf Üniversitesi ,Sivil Havacılık Kabin Hizmetleri,180000,0,2024
Doğuş Üniversitesi ,İngilizce Mütercim ve Tercümanlık,121212,50,2024
Doğuş Üniversitesi ,İktisat,103030,50,2024
Doğuş Üniversitesi ,İktisat (İngilizce),107879,50,2024
Doğuş Üniversitesi ,İşletme,103030,50,2024
Doğuş Üniversitesi ,İşletme (İngilizce),107879,50,2024
Doğuş Üniversitesi ,Siyaset Bilimi ve Kamu Yönetimi,103030,50,2024
Doğuş Üniversitesi ,Uluslararası İlişkiler (İngilizce),103030,50,2024
Doğuş Üniversitesi ,Uluslararası Ticaret ve İşletmecilik (İngilizce),103030,50,2024
Doğuş Üniversitesi ,Yönetim Bilişim Sistemleri,133333,50,2024
Doğuş Üniversitesi ,Bilgisayar Mühendisliği (İngilizce),157576,50,2024
Doğuş Üniversitesi ,Elektrik-Elektronik Mühendisliği,87879,50,2024
Doğuş Üniversitesi ,Endüstri Mühendisliği,115152,50,2024
Doğuş Üniversitesi ,Endüstri Mühendisliği (İngilizce),121212,50,2024
Doğuş Üniversitesi ,İnşaat Mühendisliği,87879,50,2024
Doğuş Üniversitesi ,Makine Mühendisliği,87879,50,2024
Doğuş Üniversitesi ,Makine Mühendisliği (İngilizce),95758,50,2024
Doğuş Üniversitesi ,Yazılım Mühendisliği,157576,50,2024
Doğuş Üniversitesi ,Endüstriyel Tasarım,103030,50,2024
Doğuş Üniversitesi ,Gastronomi ve Mutfak Sanatları,121212,50,2024
Doğuş Üniversitesi ,Görsel İletişim Tasarımı,103030,50,2024
Doğuş Üniversitesi ,İç Mimarlık,109091,50,2024
Doğuş Üniversitesi ,Mimarlık,87879,50,2024
Doğuş Üniversitesi ,Dijital Oyun Tasarımı,127273,50,2024
Doğuş Üniversitesi ,Grafik,96970,50,2024
Doğuş Üniversitesi ,Grafik (İngilizce),96970,50,2024
Doğuş Üniversitesi ,Tekstil ve Moda Tasarımı,90909,50,2024
Doğuş Üniversitesi ,Oyunculuk,90909,50,2024
Hasan Kalyoncu Üniversitesi ,Hukuk Fakültesi:,350000,0,2024
Hasan Kalyoncu Üniversitesi ,Eğitim Fakültesi Ücretleri,250000,0,2024
Hasan Kalyoncu Üniversitesi ,Güzel Sanatlar ve Mimarlık Fakültesi Ücretleri,250000,0,2024
Hasan Kalyoncu Üniversitesi ,Havacılık ve Uzay Bilimleri Fakültesi Ücretleri,250000,0,2024
Hasan Kalyoncu Üniversitesi ,"İktisadi, İdari ve Sosyal Bilimler Fakültesi:",250000,0,2024
Hasan Kalyoncu Üniversitesi ,İletişim Fakültesi:,250000,0,2024
Hasan Kalyoncu Üniversitesi ,Sosyal Bilimler Fakültesi Ücretleri :,250000,0,2024
Hasan Kalyoncu Üniversitesi ,Meslek Yüksekokul Ücretleri,150000,0,2024
Hasan Kalyoncu Üniversitesi ,Yabancı Diller Yüksekokulu Ücretleri,250000,0,2024
Haliç Üniversitesi ,Halkla İlişkiler ve Tanıtım,213000,25,2024
Haliç Üniversitesi ,Halkla İlişkiler ve Tanıtım,284000,25,2024
Haliç Üniversitesi ,Gastronomi ve Mutfak Sanatları,270000,25,2024
Haliç Üniversitesi ,Gastronomi ve Mutfak Sanatları,360000,25,2024
Haliç Üniversitesi ,Türk Dili ve Edebiyatı,142000,50,2024
Haliç Üniversitesi ,Türk Dili ve Edebiyatı,284000,0,2024
Haliç Üniversitesi ,Çizgi Film ve Animasyon,231000,25,2024
Haliç Üniversitesi ,Çizgi Film ve Animasyon,308000,25,2024
Haliç Üniversitesi ,Görsel İletişim Tasarımı,231000,25,2024
Haliç Üniversitesi ,Görsel İletişim Tasarımı,308000,25,2024
Haliç Üniversitesi ,Amerikan Kültürü ve Edebiyatı,246000,25,2024
Haliç Üniversitesi ,Amerikan Kültürü ve Edebiyatı,328000,25,2024
Haliç Üniversitesi ,İngilizce Mütercim ve Tercümanlık,246000,25,2024
Haliç Üniversitesi ,İngilizce Mütercim ve Tercümanlık,328000,25,2024
Haliç Üniversitesi ,Tekstil ve Moda Tasarımı,225000,25,2024
Haliç Üniversitesi ,Tekstil ve Moda Tasarımı,300000,25,2024
Haliç Üniversitesi ,Antrenörlük Eğitimi,240750,25,2024
Haliç Üniversitesi ,Antrenörlük Eğitimi,321000,25,2024
Haliç Üniversitesi ,Spor Yöneticiliği,231000,25,2024
Haliç Üniversitesi ,Spor Yöneticiliği,308000,25,2024
Haliç Üniversitesi ,Spor Yöneticiliği (İngilizce),231000,25,2024
Haliç Üniversitesi ,Spor Yöneticiliği (İngilizce),308000,25,2024
Haliç Üniversitesi ,Beden Eğitim ve Spor Öğretmenliği,231000,25,2024
Haliç Üniversitesi ,Beden Eğitim ve Spor Öğretmenliği,308000,25,2024
Haliç Üniversitesi ,Rekreasyon,231000,25,2024
Haliç Üniversitesi ,Rekreasyon,308000,25,2024
Haliç Üniversitesi ,Opera,140000,50,2024
Haliç Üniversitesi ,Opera,280000,50,2024
Haliç Üniversitesi ,Tiyatro,210000,25,2024
Haliç Üniversitesi ,Tiyatro,280000,0,2024
Haliç Üniversitesi ,Türk Musikisi,140000,50,2024
Haliç Üniversitesi ,Türk Musikisi,280000,50,2024
Haliç Üniversitesi ,Grafik Tasarım,225000,25,2024
Haliç Üniversitesi ,Grafik Tasarım,300000,25,2024
Haliç Üniversitesi ,İç Mimarlık ve Çevre Tasarımı,270000,25,2024
Haliç Üniversitesi ,İç Mimarlık ve Çevre Tasarımı,360000,25,2024
Haliç Üniversitesi ,Psikoloji,258000,25,2024
Haliç Üniversitesi ,Psikoloji,344000,25,2024
Haliç Üniversitesi ,Psikoloji (İngilizce),270000,25,2024
Haliç Üniversitesi ,Psikoloji (İngilizce),360000,25,2024
Haliç Üniversitesi ,Uluslararası Ticaret ve Finans (İngilizce),213000,25,2024
Haliç Üniversitesi ,Uluslararası Ticaret ve Finans (İngilizce),284000,25,2024
Haliç Üniversitesi ,Siyaset Bilimi ve Uluslararası İlişkiler,213000,25,2024
Haliç Üniversitesi ,Siyaset Bilimi ve Uluslararası İlişkiler,284000,25,2024
Haliç Üniversitesi ,İşletme,213000,25,2024
Haliç Üniversitesi ,İşletme,284000,25,2024
Haliç Üniversitesi ,İşletme (İngilizce),213000,25,2024
Haliç Üniversitesi ,İşletme (İngilizce),284000,25,2024
Haliç Üniversitesi ,Yönetim Bilişim Sistemleri (İngilizce),240000,25,2024
Haliç Üniversitesi ,Yönetim Bilişim Sistemleri (İngilizce),320000,25,2024
Haliç Üniversitesi ,Fizyoterapi ve Rehabilitasyon,225000,25,2024
Haliç Üniversitesi ,Fizyoterapi ve Rehabilitasyon,300000,25,2024
Haliç Üniversitesi ,Fizyoterapi ve Rehabilitasyon (İngilizce),225000,25,2024
Haliç Üniversitesi ,Fizyoterapi ve Rehabilitasyon (İngilizce),300000,25,2024
Haliç Üniversitesi ,Hemşirelik,255000,25,2024
Haliç Üniversitesi ,Hemşirelik,340000,25,2024
Haliç Üniversitesi ,Hemşirelik (İngilizce),255000,25,2024
Haliç Üniversitesi ,Hemşirelik (İngilizce),340000,25,2024
Haliç Üniversitesi ,Beslenme ve Diyetetik,270000,25,2024
Haliç Üniversitesi ,Beslenme ve Diyetetik,360000,25,2024
Haliç Üniversitesi ,Beslenme ve Diyetetik (İngilizce),270000,25,2024
Haliç Üniversitesi ,Beslenme ve Diyetetik (İngilizce),360000,25,2024
